this is the MBX pose,the info is time,positionx,positiony,positionz,orientationw,orientationx,orientationy,orientationz
0.0 1.57822624983 0.105762480478 1.36 -0.662418020787 0.246229618558 -0.282773315579 0.648546523141
0.11281637136 1.5708170929 0.112745052161 1.36 -0.629109106399 0.218139027787 -0.285504141228 0.689292740528
0.239060974667 1.56234346661 0.1201672684 1.36 -0.58992819401 0.184904563796 -0.284940763584 0.732532449416
0.3331617754 1.55285031622 0.127853218087 1.36 -0.560754590782 0.155322280738 -0.2796893343 0.76367738889
0.425664714336 1.54244778589 0.135612396486 1.36 -0.531526050832 0.124418509178 -0.272709141798 0.792230910682
0.498839595582 1.5312908999 0.143256387236 1.36 -0.508520396303 0.0970436688728 -0.264783794777 0.813559509132
0.564315931578 1.51955252132 0.150614266418 1.36 -0.487863687499 0.0710632777442 -0.256778914332 0.83126627631
0.631052241874 1.50739933421 0.157542745271 1.36 -0.466605715319 0.0441817026933 -0.248876291767 0.847577533312
0.696755325244 1.49497703062 0.16392968267 1.36 -0.445657809805 0.0170306235173 -0.241287690867 0.861904475367
0.766044501212 1.48240525987 0.169692300124 1.36 -0.423617420711 -0.011909926236 -0.233960035261 0.875025220453
0.824738522275 1.46977931332 0.174772582159 1.36 -0.405272722425 -0.0378667771325 -0.227579573713 0.884605937848
0.885923402625 1.45717492489 0.179132007412 1.36 -0.386395409596 -0.0651386360246 -0.221676972226 0.892924893552
0.952906477536 1.44465362947 0.182746849289 1.36 -0.366124164915 -0.0950829609438 -0.216114451662 0.900114920544
1.03016631585 1.43226740603 0.185604503326 1.36 -0.343407004587 -0.129687825074 -0.210720851087 0.906007406231
1.12840924917 1.42006221393 0.18770084772 1.36 -0.315773764045 -0.173733556389 -0.205149631971 0.909954509757
1.32453742293 1.40808047028 0.189038459569 1.36 -0.265695000156 -0.261265062335 -0.197287123507 0.906765970355
1.43556823055 1.4090463473 0.193121657068 1.36 -0.242315942224 -0.309559643908 -0.198312599896 0.897846269542
1.48640197377 1.40996499079 0.197243569557 1.36 -0.233606134046 -0.331652689481 -0.201001259451 0.891646320799
1.52536362582 1.41083763955 0.201401041749 1.36 -0.227861898213 -0.348569525736 -0.203903636564 0.886003130958
1.5589478616 1.41166564018 0.205591092148 1.36 -0.22354574783 -0.363146926664 -0.206840429474 0.88055019449
1.58896393706 1.4124504182 0.209810914614 1.36 -0.220192856498 -0.376166182251 -0.209756741856 0.875223524892
1.61658536104 1.41319345424 0.214057879737 1.36 -0.217519068912 -0.388137063652 -0.212620879447 0.869958295611
1.64224156486 1.41389626331 0.218329533282 1.36 -0.215394591544 -0.39924121012 -0.21541879159 0.864757983661
