this is the MBX pose,the info is time,positionx,positiony,positionz,orientationw,orientationx,orientationy,orientationz
0.0 -0.0562243468055 -2.49552204336 1.36 0.695358882619 -0.629566885688 -0.205132739588 0.279360197517
0.237045678617 -0.0559075586924 -2.4910428544 1.36 0.699494520811 -0.625222160671 -0.206964554991 0.277435286398
0.407228051748 -0.0555907998522 -2.48656267864 1.36 0.702278148474 -0.622276105371 -0.208688880497 0.275729581325
0.51488953209 -0.0553533221312 -2.48320191215 1.36 0.703941489185 -0.620503957841 -0.209948619531 0.27452285017
0.612372724502 -0.0551158286325 -2.47984050233 1.36 0.705374071419 -0.618968776986 -0.211197298847 0.273351007764
0.702412051942 -0.0548783102603 -2.47647852363 1.36 0.706630137458 -0.617614481949 -0.212438139826 0.272206240323
0.78640695208 -0.0546408138325 -2.47311600065 1.36 0.70774004171 -0.616409745771 -0.213668383837 0.271088325878
0.865543125523 -0.0544034637226 -2.46975308785 1.36 0.708728180345 -0.615329466161 -0.214888786439 0.26999411831
0.94085305984 -0.0541660653724 -2.46638952365 1.36 0.709614290149 -0.614353231778 -0.216102807217 0.268918654118
1.01251958016 -0.0539286675466 -2.4630254102 1.36 0.710406645961 -0.613472716938 -0.217303556261 0.26786710769
1.08140064131 -0.0536912964335 -2.45966076212 1.36 0.711119784662 -0.612672933183 -0.218497053882 0.266832468512
1.15029008847 -0.0534540486503 -2.4562957046 1.36 0.711783304591 -0.611922793189 -0.21972572803 0.265773638503
1.22199035087 -0.0532167596219 -2.4529300072 1.36 0.712418867164 -0.611199047584 -0.221037927017 0.26464564376
1.29736012509 -0.0529794762055 -2.44956377052 1.36 0.713024946051 -0.610502866633 -0.222450944107 0.263433584814
1.37658686313 -0.0527422241492 -2.44619700903 1.36 0.713592244132 -0.609843576074 -0.223970336009 0.262133955113
1.46069767674 -0.0525050968368 -2.44282984572 1.36 0.714114671441 -0.609226946412 -0.225617320492 0.260728955991
1.5527056032 -0.052267934902 -2.4394620542 1.36 0.714589958432 -0.608653888539 -0.227452903577 0.259165607148
1.6533491228 -0.0520307834138 -2.43609373352 1.36 0.714993577202 -0.608149212488 -0.22949486733 0.257431205916
1.76677410087 -0.0517936674726 -2.43272489792 1.36 0.715301010584 -0.607736351978 -0.231828284252 0.255453787138
1.89978936277 -0.0515566775473 -2.42935566823 1.36 0.715461042719 -0.607465323803 -0.234591906124 0.2531166022
2.07029486918 -0.0513196593201 -2.42598582222 1.36 0.715349153978 -0.607457594591 -0.238145813638 0.250114833871
