this is the FWX joint values,the following info is time,x,y,theta,joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.0 2.13614390994 -0.110431977397 -3.5361784624 2.89568222822 0.269159369632 0.758311948413 -1.23237875477 -2.15005244839 -0.347670105526 0.101810289912
0.0751103465042 2.13403987535 -0.110398960768 -3.53598286475 2.89607342351 0.26939899201 0.757860224938 -1.23204536232 -2.15062820885 -0.347444122605 0.10230217292
0.133201423412 2.13193582406 -0.110366259116 -3.53578744052 2.89646427198 0.26963922649 0.757407945863 -1.23171105512 -2.15120364837 -0.347219606472 0.102793744494
0.182743112756 2.12983175648 -0.110333870673 -3.53559218847 2.89685477607 0.269880071446 0.756955112935 -1.23137583416 -2.15177876651 -0.346996550371 0.103285005639
0.226709178957 2.12772767303 -0.110301793672 -3.5353971074 2.8972449382 0.270121525247 0.756501727894 -1.23103970045 -2.15235356282 -0.346774947582 0.103775957378
0.266909398873 2.1256235741 -0.110270026356 -3.5352021961 2.89763476081 0.27036358626 0.756047792473 -1.23070265499 -2.15292803687 -0.346554791416 0.10426660074
0.30403389503 2.12351946012 -0.110238566969 -3.53500745336 2.89802424629 0.270606252851 0.755593308399 -1.23036469879 -2.15350218823 -0.346336075218 0.104756936763
0.339006786581 2.1214153498 -0.110207401386 -3.53481284873 2.89841345555 0.270849620128 0.755138365418 -1.23002574493 -2.1540759782 -0.346118610143 0.105246784207
0.371626872393 2.11931122416 -0.110176541599 -3.53461841249 2.89880232804 0.271093584831 0.75468287241 -1.22968588661 -2.15464943991 -0.345902583845 0.105736346788
0.402663969667 2.11720708464 -0.110145984478 -3.53442414124 2.89919087053 0.271338150013 0.754226835699 -1.22934512066 -2.15522257762 -0.345687977876 0.106225605281
0.432490201059 2.11510293164 -0.110115728287 -3.53423003383 2.89957908536 0.271583314034 0.753770256987 -1.2290034481 -2.15579539092 -0.34547478571 0.106714560768
0.461152802313 2.11299876553 -0.110085771299 -3.53403608907 2.89996697487 0.271829075253 0.753313137972 -1.22866086997 -2.15636787943 -0.345263000849 0.107203214335
0.488972607669 2.11089458671 -0.110056111788 -3.53384230581 2.90035454139 0.272075432025 0.752855480344 -1.2283173873 -2.15694004275 -0.345052616832 0.107691567084
0.515974394892 2.10879039555 -0.110026748036 -3.5336486829 2.90074178721 0.272322382706 0.752397285787 -1.22797300113 -2.15751188051 -0.344843627226 0.108179620119
0.542182200473 2.10668619348 -0.109997676926 -3.533455217 2.90112871902 0.272569930299 0.751938560562 -1.22762770833 -2.15808339701 -0.344636013793 0.108667354431
0.567619390557 2.10458197878 -0.10996889956 -3.53326191135 2.90151533031 0.272818063863 0.751479297166 -1.22728151827 -2.15865458252 -0.344429793858 0.109154811371
0.59255549984 2.10247775287 -0.109940412826 -3.53306876263 2.90190162776 0.273066786395 0.751019501859 -1.22693442784 -2.15922544136 -0.344224949228 0.109641971975
0.617000395756 2.10037351611 -0.109912215025 -3.53287576971 2.9022876136 0.273316096246 0.750559176302 -1.22658643811 -2.15979597317 -0.344021473595 0.110128837384
0.640963751038 2.09826926888 -0.109884304464 -3.53268293147 2.90267329008 0.273565991766 0.750098322151 -1.22623755012 -2.16036617762 -0.343819360684 0.110615408748
0.664455045099 2.09616501153 -0.109856679454 -3.53249024679 2.90305865942 0.273816471304 0.749636941054 -1.22588776493 -2.16093605435 -0.343618604251 0.111101687225
0.687483575164 2.09406074441 -0.109829338312 -3.53229771458 2.90344372384 0.274067533209 0.749175034655 -1.22553708362 -2.16150560302 -0.343419198081 0.111587673982
0.710058442363 2.09195646893 -0.109802277944 -3.53210533154 2.90382848993 0.274319180425 0.748712609151 -1.22518550311 -2.16207482803 -0.343221124196 0.112073350257
0.731969490462 2.08985218335 -0.109775499514 -3.53191310096 2.90421295108 0.274571402108 0.748249657046 -1.22483303273 -2.1626437196 -0.343024400056 0.112558757077
0.753663687217 2.08774788907 -0.109748999934 -3.53172101957 2.90459711387 0.274824201197 0.747786184535 -1.22447966945 -2.16321228214 -0.342829007725 0.113043875721
0.775143175785 2.08564358643 -0.10972277754 -3.53152908628 2.90498098045 0.275077576039 0.74732219324 -1.22412541433 -2.16378051532 -0.34263494111 0.113528707386
0.796410077076 2.08353927577 -0.109696830675 -3.53133730003 2.90536455296 0.27533152498 0.746857684778 -1.22377026845 -2.16434841885 -0.342442194149 0.114013253272
0.817466491135 2.08143495743 -0.109671157687 -3.53114565973 2.90574783355 0.275586046365 0.746392660759 -1.22341423291 -2.16491599242 -0.342250760813 0.114497514595
0.838314499929 2.07933063175 -0.109645756929 -3.53095416435 2.90613082432 0.275841138538 0.745927122787 -1.2230573088 -2.16548323572 -0.3420606351 0.114981492564
0.858956150655 2.07722630008 -0.109620625329 -3.53076281062 2.90651353177 0.276096804393 0.745461076996 -1.22269949309 -2.1660501532 -0.341871799286 0.115465168659
0.879393503028 2.07512196071 -0.109595764114 -3.53057160189 2.90689594922 0.27635303318 0.744994515901 -1.22234079509 -2.16661673509 -0.341684270959 0.115948583579
0.899628566695 2.07301761498 -0.10957117022 -3.53038053494 2.90727808314 0.276609827787 0.744527445636 -1.2219812118 -2.16718298583 -0.341498032437 0.11643171884
0.919663341567 2.07091326322 -0.109546842019 -3.53018960871 2.90765993559 0.276867186559 0.744059867784 -1.22162074433 -2.16774890517 -0.341313077835 0.116914575683
0.939499805305 2.06880890575 -0.109522777891 -3.52999882219 2.90804150863 0.277125107841 0.743591783924 -1.22125939378 -2.16831449282 -0.341129401302 0.117397155356
0.959139918878 2.06670454289 -0.109498976219 -3.52980817436 2.90842280429 0.277383589976 0.743123195631 -1.22089716125 -2.1688797485 -0.340946997016 0.117879459112
0.978585622396 2.06460017495 -0.109475435393 -3.5296176642 2.90880382461 0.277642631309 0.742654104471 -1.22053404786 -2.16944467196 -0.340765859185 0.118361488211
0.997838829543 2.06249580328 -0.109452152366 -3.52942728852 2.90918457597 0.277902234684 0.742184516517 -1.22017005066 -2.17000926771 -0.340585970333 0.118843224355
1.01690145957 2.06039142613 -0.109429128427 -3.52923705069 2.90956505163 0.278162389449 0.741714424299 -1.2198051789 -2.17057352593 -0.340407348169 0.119324707917
1.0357753886 2.05828704482 -0.109406360533 -3.52904694754 2.90994525794 0.278423098445 0.741243833889 -1.21943942963 -2.17113745115 -0.340229975258 0.119805920635
1.05446248027 2.05618265967 -0.109383847096 -3.52885697806 2.91032519688 0.278684360017 0.740772746835 -1.21907280398 -2.17170104313 -0.340053845921 0.120286863792
1.07296458288 2.05407827098 -0.10936158653 -3.52866714129 2.91070487043 0.278946172512 0.740301164682 -1.21870530307 -2.17226430161 -0.339878954511 0.120767538669
1.09110214942 2.05197387903 -0.109339577257 -3.52847743625 2.91108428052 0.279208534275 0.739829088967 -1.21833692804 -2.17282722637 -0.33970529541 0.121247946564
1.10923974101 2.04986948414 -0.109317817702 -3.52828786196 2.91146342909 0.279471443654 0.739356521225 -1.21796768002 -2.17338981717 -0.339532863024 0.121728088764
1.12737734649 2.04776508761 -0.109296304843 -3.52809841528 2.91184232245 0.279734903445 0.738883467467 -1.21759755611 -2.17395207857 -0.339361640129 0.12220794719
1.14551498119 2.04566068768 -0.109275040029 -3.52790909963 2.91222095375 0.2799989031 0.738409920241 -1.21722656551 -2.17451400073 -0.339191644541 0.122687561892
1.16365263396 2.04355628567 -0.109254020244 -3.52771991187 2.91259932928 0.280263445412 0.73793588556 -1.21685470534 -2.17507558824 -0.339022859069 0.123166914817
1.18179030203 2.04145188186 -0.109233243934 -3.52753085105 2.91297745091 0.280528528731 0.737461364938 -1.21648197674 -2.17563684088 -0.338855278237 0.123646007282
1.19992798401 2.03934747653 -0.109212709551 -3.52734191624 2.91335532053 0.280794151407 0.736986359887 -1.21610838086 -2.17619775844 -0.338688896592 0.124124840599
1.21806567573 2.03724306996 -0.109192415553 -3.52715310651 2.91373294 0.281060311791 0.736510871912 -1.21573391884 -2.17675834071 -0.338523708714 0.124603416094
1.23620337579 2.03513866242 -0.109172360402 -3.52696442093 2.91411031116 0.281327008235 0.736034902515 -1.21535859184 -2.17731858746 -0.338359709209 0.125081735089
1.25434107446 2.03303425521 -0.109152541102 -3.5267758564 2.91448744021 0.281594243494 0.735558457646 -1.21498239701 -2.17787850333 -0.338196881093 0.125559779704
1.27247878425 2.03092984656 -0.10913295906 -3.52658741638 2.91486432025 0.28186200712 0.735081529879 -1.21460534351 -2.17843807845 -0.338035242281 0.126037589665
1.29061649544 2.02882543775 -0.109113611286 -3.52639909777 2.91524095747 0.282130301865 0.734604125166 -1.2142274285 -2.17899731746 -0.337874775826 0.126515147125
1.30875420523 2.02672102906 -0.109094496262 -3.52621089968 2.91561735365 0.282399126085 0.73412624499 -1.21384865315 -2.17955622016 -0.337715476443 0.126992453423
1.32689191364 2.02461662074 -0.109075612478 -3.52602282121 2.91599351059 0.282668478137 0.733647890831 -1.21346901861 -2.18011478636 -0.337557338873 0.127469509901
1.34502961509 2.02251221305 -0.109056958427 -3.52583486147 2.91636943006 0.282938356379 0.733169064164 -1.21308852606 -2.18067301587 -0.337400357887 0.127946317906
1.36316730819 2.02040780625 -0.109038532609 -3.52564701959 2.91674511383 0.28320875917 0.73268976646 -1.21270717668 -2.1812309085 -0.337244528281 0.128422878784
1.38130498461 2.01830340162 -0.109020332052 -3.5254592925 2.917120568 0.283479689224 0.732210003612 -1.21232496764 -2.18178846895 -0.33708983331 0.128899174847
1.39944265686 2.01619899737 -0.109002358224 -3.5252716837 2.9174957856 0.283751136199 0.731729768219 -1.21194190807 -2.18234568728 -0.336936290982 0.129375245505
1.4175803138 2.01409459476 -0.108984608157 -3.52508419015 2.91787077272 0.284023102806 0.731249066176 -1.21155799519 -2.18290256821 -0.336783884585 0.129851073101
1.43571795545 2.01199019405 -0.108967080371 -3.52489681098 2.91824553106 0.28429558741 0.730767898936 -1.21117323018 -2.18345911155 -0.33663260902 0.130326658991
1.45385557902 2.00988579549 -0.108949773393 -3.52470954534 2.91862006234 0.284568588378 0.73028626795 -1.2107876142 -2.18401531714 -0.336482459218 0.13080200454
1.47199318172 2.0077813993 -0.108932685753 -3.52452239238 2.91899436824 0.284842104075 0.729804174665 -1.21040114846 -2.18457118481 -0.336333430133 0.131277111112
1.49013076218 2.00567700574 -0.108915815985 -3.52433535128 2.91936845045 0.285116132871 0.729321620522 -1.21001383413 -2.18512671439 -0.336185516747 0.131751980072
1.50826830786 2.00357261605 -0.108899161146 -3.52414841902 2.91974231497 0.285390677443 0.728838611357 -1.20962566845 -2.18568191062 -0.33603870255 0.132226593917
1.52640583686 2.00146822844 -0.108882722757 -3.52396159912 2.92011595477 0.285665727552 0.7283551398 -1.20923666051 -2.18623676354 -0.335893005628 0.132700991734
1.54454333665 1.99936384416 -0.10886649788 -3.52377488858 2.92048937585 0.285941285874 0.727871211688 -1.20884680756 -2.18679127789 -0.335748409507 0.133175156055
1.56268080724 1.99725946344 -0.108850485069 -3.52358828659 2.92086257982 0.286217350784 0.727386828448 -1.20845611079 -2.18734545354 -0.335604909267 0.133649088249
